""	"word"	"tag"	"age"	"mlu"	"speaker"	"corpus"	"child"	"sent"	"lastsent"
"32872"	"a"	"det"	"20.0"	"0.0"	"MOT"	"Rollins"	"di06"	"179"	"177"
"32873"	"a"	"det"	"20.0"	"0.0"	"MOT"	"Rollins"	"di06"	"192"	"179"
"32874"	"a"	"det"	"20.0"	"0.0"	"MOT"	"Rollins"	"di06"	"215"	"192"
"32875"	"a"	"det"	"20.0"	"0.0"	"MOT"	"Rollins"	"di06"	"221"	"215"
"32876"	"a"	"det"	"20.0"	"0.0"	"MOT"	"Rollins"	"di06"	"262"	"221"
"32877"	"a"	"det"	"20.0"	"0.0"	"MOT"	"Rollins"	"di06"	"272"	"262"
"32878"	"a"	"det"	"20.0"	"0.0"	"MOT"	"Rollins"	"di06"	"281"	"272"
"32879"	"a"	"det"	"20.0"	"0.0"	"MOT"	"Rollins"	"di06"	"293"	"281"
"32880"	"a"	"det"	"20.0"	"0.0"	"MOT"	"Rollins"	"di06"	"294"	"293"
"32881"	"a"	"det"	"20.0"	"0.0"	"MOT"	"Rollins"	"di06"	"302"	"294"
"32882"	"a"	"det"	"20.0"	"0.0"	"MOT"	"Rollins"	"di06"	"303"	"302"
"32883"	"a"	"n"	"20.0"	"0.0"	"MOT"	"Rollins"	"di06"	"41"	"-1"
"32884"	"abc"	"n"	"20.0"	"0.0"	"MOT"	"Rollins"	"di06"	"39"	"-1"
"32885"	"abc"	"n"	"20.0"	"0.0"	"MOT"	"Rollins"	"di06"	"45"	"39"
"32886"	"about"	"prep"	"20.0"	"0.0"	"MOT"	"Rollins"	"di06"	"35"	"-1"
"32887"	"about"	"prep"	"20.0"	"0.0"	"MOT"	"Rollins"	"di06"	"121"	"35"
"32888"	"about"	"prep"	"20.0"	"0.0"	"MOT"	"Rollins"	"di06"	"135"	"121"
"32889"	"about"	"prep"	"20.0"	"0.0"	"MOT"	"Rollins"	"di06"	"201"	"135"
"32890"	"again"	"adv"	"20.0"	"0.0"	"MOT"	"Rollins"	"di06"	"260"	"-1"
"32891"	"ah"	""	"20.0"	"0.0"	"MOT"	"Rollins"	"di06"	"9"	"-1"
"32892"	"ah"	""	"20.0"	"0.0"	"MOT"	"Rollins"	"di06"	"19"	"9"
"32893"	"ah"	""	"20.0"	"0.0"	"MOT"	"Rollins"	"di06"	"29"	"19"
"32894"	"ah"	""	"20.0"	"0.0"	"MOT"	"Rollins"	"di06"	"36"	"29"
"32895"	"ah"	""	"20.0"	"0.0"	"MOT"	"Rollins"	"di06"	"68"	"36"
"32896"	"ah"	""	"20.0"	"0.0"	"MOT"	"Rollins"	"di06"	"71"	"68"
"32897"	"ah"	""	"20.0"	"0.0"	"MOT"	"Rollins"	"di06"	"73"	"71"
"32898"	"ahhah"	"co"	"20.0"	"0.0"	"MOT"	"Rollins"	"di06"	"0"	"-1"
"32899"	"ahhah"	"co"	"20.0"	"0.0"	"MOT"	"Rollins"	"di06"	"2"	"0"
"32900"	"ahhah"	"co"	"20.0"	"0.0"	"MOT"	"Rollins"	"di06"	"31"	"2"
"32901"	"ahhah"	"co"	"20.0"	"0.0"	"MOT"	"Rollins"	"di06"	"143"	"31"
"32902"	"ahhah"	"co"	"20.0"	"0.0"	"MOT"	"Rollins"	"di06"	"146"	"143"
"32903"	"ahhah"	"co"	"20.0"	"0.0"	"MOT"	"Rollins"	"di06"	"160"	"146"
"32904"	"ahhah"	"co"	"20.0"	"0.0"	"MOT"	"Rollins"	"di06"	"184"	"160"
"32905"	"ahhah"	"co"	"20.0"	"0.0"	"MOT"	"Rollins"	"di06"	"220"	"184"
"32906"	"ahhah"	"co"	"20.0"	"0.0"	"MOT"	"Rollins"	"di06"	"241"	"220"
"32907"	"ahhah"	"co"	"20.0"	"0.0"	"MOT"	"Rollins"	"di06"	"242"	"241"
"32908"	"ahhah"	"co"	"20.0"	"0.0"	"MOT"	"Rollins"	"di06"	"264"	"242"
"32909"	"ahhah"	"co"	"20.0"	"0.0"	"MOT"	"Rollins"	"di06"	"269"	"264"
"32910"	"alison"	"n"	"20.0"	"0.0"	"MOT"	"Rollins"	"di06"	"27"	"-1"
"32911"	"alison"	"n"	"20.0"	"0.0"	"MOT"	"Rollins"	"di06"	"34"	"27"
"32912"	"alison"	"n"	"20.0"	"0.0"	"MOT"	"Rollins"	"di06"	"65"	"34"
"32913"	"alison"	"n"	"20.0"	"0.0"	"MOT"	"Rollins"	"di06"	"110"	"65"
"32914"	"alison"	"n"	"20.0"	"0.0"	"MOT"	"Rollins"	"di06"	"297"	"110"
"32915"	"all"	"qn"	"20.0"	"0.0"	"MOT"	"Rollins"	"di06"	"67"	"-1"
"32916"	"all"	"qn"	"20.0"	"0.0"	"MOT"	"Rollins"	"di06"	"149"	"67"
"32917"	"all"	"qn"	"20.0"	"0.0"	"MOT"	"Rollins"	"di06"	"190"	"149"
"32918"	"all"	"qn"	"20.0"	"0.0"	"MOT"	"Rollins"	"di06"	"236"	"190"
"32919"	"all"	"qn"	"20.0"	"0.0"	"MOT"	"Rollins"	"di06"	"291"	"236"
"32920"	"almost"	"adv"	"20.0"	"0.0"	"MOT"	"Rollins"	"di06"	"202"	"-1"
"32921"	"alphabet"	"n"	"20.0"	"0.0"	"MOT"	"Rollins"	"di06"	"35"	"-1"
"32922"	"and"	"coord"	"20.0"	"0.0"	"MOT"	"Rollins"	"di06"	"1"	"-1"
"32923"	"and"	"coord"	"20.0"	"0.0"	"MOT"	"Rollins"	"di06"	"2"	"1"
"32924"	"and"	"coord"	"20.0"	"0.0"	"MOT"	"Rollins"	"di06"	"19"	"2"
"32925"	"and"	"coord"	"20.0"	"0.0"	"MOT"	"Rollins"	"di06"	"23"	"19"
"32926"	"and"	"coord"	"20.0"	"0.0"	"MOT"	"Rollins"	"di06"	"26"	"23"
"32927"	"and"	"coord"	"20.0"	"0.0"	"MOT"	"Rollins"	"di06"	"27"	"26"
"32928"	"and"	"coord"	"20.0"	"0.0"	"MOT"	"Rollins"	"di06"	"28"	"27"
"32929"	"and"	"coord"	"20.0"	"0.0"	"MOT"	"Rollins"	"di06"	"44"	"28"
"32930"	"and"	"coord"	"20.0"	"0.0"	"MOT"	"Rollins"	"di06"	"69"	"44"
"32931"	"and"	"coord"	"20.0"	"0.0"	"MOT"	"Rollins"	"di06"	"70"	"69"
"32932"	"and"	"coord"	"20.0"	"0.0"	"MOT"	"Rollins"	"di06"	"72"	"70"
"32933"	"and"	"coord"	"20.0"	"0.0"	"MOT"	"Rollins"	"di06"	"120"	"72"
"32934"	"and"	"coord"	"20.0"	"0.0"	"MOT"	"Rollins"	"di06"	"161"	"120"
"32935"	"and"	"coord"	"20.0"	"0.0"	"MOT"	"Rollins"	"di06"	"170"	"161"
"32936"	"and"	"coord"	"20.0"	"0.0"	"MOT"	"Rollins"	"di06"	"172"	"170"
"32937"	"and"	"coord"	"20.0"	"0.0"	"MOT"	"Rollins"	"di06"	"228"	"172"
"32938"	"and"	"coord"	"20.0"	"0.0"	"MOT"	"Rollins"	"di06"	"262"	"228"
"32939"	"and"	"coord"	"20.0"	"0.0"	"MOT"	"Rollins"	"di06"	"268"	"262"
"32940"	"and"	"coord"	"20.0"	"0.0"	"MOT"	"Rollins"	"di06"	"271"	"268"
"32941"	"and"	"coord"	"20.0"	"0.0"	"MOT"	"Rollins"	"di06"	"272"	"271"
"32942"	"and"	"coord"	"20.0"	"0.0"	"MOT"	"Rollins"	"di06"	"289"	"272"
"32943"	"and"	"coord"	"20.0"	"0.0"	"MOT"	"Rollins"	"di06"	"297"	"289"
"32944"	"and"	"coord"	"20.0"	"0.0"	"MOT"	"Rollins"	"di06"	"303"	"297"
"32945"	"animal"	"n"	"20.0"	"0.0"	"MOT"	"Rollins"	"di06"	"159"	"-1"
"32946"	"animal"	"n"	"20.0"	"0.0"	"MOT"	"Rollins"	"di06"	"291"	"159"
"32947"	"any"	"qn"	"20.0"	"0.0"	"MOT"	"Rollins"	"di06"	"104"	"-1"
"32948"	"any"	"qn"	"20.0"	"0.0"	"MOT"	"Rollins"	"di06"	"105"	"104"
"32949"	"anymore"	"adv"	"20.0"	"0.0"	"MOT"	"Rollins"	"di06"	"205"	"-1"
"32950"	"around"	"adv"	"20.0"	"0.0"	"MOT"	"Rollins"	"di06"	"228"	"-1"
"32951"	"around"	"adv"	"20.0"	"0.0"	"MOT"	"Rollins"	"di06"	"246"	"228"
"32952"	"around"	"prep"	"20.0"	"0.0"	"MOT"	"Rollins"	"di06"	"291"	"-1"
"32953"	"at"	"prep"	"20.0"	"0.0"	"MOT"	"Rollins"	"di06"	"2"	"-1"
"32954"	"at"	"prep"	"20.0"	"0.0"	"MOT"	"Rollins"	"di06"	"245"	"2"
"32955"	"at"	"prep"	"20.0"	"0.0"	"MOT"	"Rollins"	"di06"	"263"	"245"
"32956"	"at"	"prep"	"20.0"	"0.0"	"MOT"	"Rollins"	"di06"	"270"	"263"
"32957"	"at"	"prep"	"20.0"	"0.0"	"MOT"	"Rollins"	"di06"	"296"	"270"
"32958"	"aw"	""	"20.0"	"0.0"	"MOT"	"Rollins"	"di06"	"56"	"-1"
"32959"	"aw"	""	"20.0"	"0.0"	"MOT"	"Rollins"	"di06"	"60"	"56"
"32960"	"aw"	""	"20.0"	"0.0"	"MOT"	"Rollins"	"di06"	"62"	"60"
"32961"	"b"	"n"	"20.0"	"0.0"	"MOT"	"Rollins"	"di06"	"41"	"-1"
"32962"	"baa"	"on"	"20.0"	"0.0"	"MOT"	"Rollins"	"di06"	"162"	"-1"
"32963"	"baa"	"on"	"20.0"	"0.0"	"MOT"	"Rollins"	"di06"	"163"	"162"
"32964"	"babe"	"adj"	"20.0"	"0.0"	"MOT"	"Rollins"	"di06"	"3"	"-1"
"32965"	"babe"	"adj"	"20.0"	"0.0"	"MOT"	"Rollins"	"di06"	"4"	"3"
"32966"	"babe"	"adj"	"20.0"	"0.0"	"MOT"	"Rollins"	"di06"	"172"	"4"
"32967"	"baby"	"n"	"20.0"	"0.0"	"MOT"	"Rollins"	"di06"	"19"	"-1"
"32968"	"baby"	"n"	"20.0"	"0.0"	"MOT"	"Rollins"	"di06"	"20"	"19"
"32969"	"baby"	"n"	"20.0"	"0.0"	"MOT"	"Rollins"	"di06"	"21"	"20"
"32970"	"baby"	"n"	"20.0"	"0.0"	"MOT"	"Rollins"	"di06"	"28"	"21"
"32971"	"back"	"adv"	"20.0"	"0.0"	"MOT"	"Rollins"	"di06"	"198"	"-1"
"32972"	"back"	"adv"	"20.0"	"0.0"	"MOT"	"Rollins"	"di06"	"300"	"198"
"32973"	"back"	"n"	"20.0"	"0.0"	"MOT"	"Rollins"	"di06"	"201"	"-1"
"32974"	"back"	"n"	"20.0"	"0.0"	"MOT"	"Rollins"	"di06"	"263"	"201"
"32975"	"baseball"	"n"	"20.0"	"0.0"	"MOT"	"Rollins"	"di06"	"113"	"-1"
"32976"	"be"	"aux"	"20.0"	"0.0"	"MOT"	"Rollins"	"di06"	"55"	"-1"
"32977"	"be"	"aux"	"20.0"	"0.0"	"MOT"	"Rollins"	"di06"	"109"	"55"
"32978"	"be"	"aux"	"20.0"	"0.0"	"MOT"	"Rollins"	"di06"	"113"	"109"
"32979"	"be"	"aux"	"20.0"	"0.0"	"MOT"	"Rollins"	"di06"	"128"	"113"
"32980"	"be"	"aux"	"20.0"	"0.0"	"MOT"	"Rollins"	"di06"	"129"	"128"
"32981"	"be"	"aux"	"20.0"	"0.0"	"MOT"	"Rollins"	"di06"	"165"	"129"
"32982"	"be"	"aux"	"20.0"	"0.0"	"MOT"	"Rollins"	"di06"	"166"	"165"
"32983"	"be"	"aux"	"20.0"	"0.0"	"MOT"	"Rollins"	"di06"	"216"	"166"
"32984"	"be"	"cop"	"20.0"	"0.0"	"MOT"	"Rollins"	"di06"	"1"	"-1"
"32985"	"be"	"cop"	"20.0"	"0.0"	"MOT"	"Rollins"	"di06"	"2"	"1"
"32986"	"be"	"cop"	"20.0"	"0.0"	"MOT"	"Rollins"	"di06"	"6"	"2"
"32987"	"be"	"cop"	"20.0"	"0.0"	"MOT"	"Rollins"	"di06"	"16"	"6"
"32988"	"be"	"cop"	"20.0"	"0.0"	"MOT"	"Rollins"	"di06"	"20"	"16"
"32989"	"be"	"cop"	"20.0"	"0.0"	"MOT"	"Rollins"	"di06"	"22"	"20"
"32990"	"be"	"cop"	"20.0"	"0.0"	"MOT"	"Rollins"	"di06"	"24"	"22"
"32991"	"be"	"cop"	"20.0"	"0.0"	"MOT"	"Rollins"	"di06"	"25"	"24"
"32992"	"be"	"cop"	"20.0"	"0.0"	"MOT"	"Rollins"	"di06"	"27"	"25"
"32993"	"be"	"cop"	"20.0"	"0.0"	"MOT"	"Rollins"	"di06"	"28"	"27"
"32994"	"be"	"cop"	"20.0"	"0.0"	"MOT"	"Rollins"	"di06"	"29"	"28"
"32995"	"be"	"cop"	"20.0"	"0.0"	"MOT"	"Rollins"	"di06"	"32"	"29"
"32996"	"be"	"cop"	"20.0"	"0.0"	"MOT"	"Rollins"	"di06"	"38"	"32"
"32997"	"be"	"cop"	"20.0"	"0.0"	"MOT"	"Rollins"	"di06"	"47"	"38"
"32998"	"be"	"cop"	"20.0"	"0.0"	"MOT"	"Rollins"	"di06"	"48"	"47"
"32999"	"be"	"cop"	"20.0"	"0.0"	"MOT"	"Rollins"	"di06"	"49"	"48"
"33000"	"be"	"cop"	"20.0"	"0.0"	"MOT"	"Rollins"	"di06"	"53"	"49"
"33001"	"be"	"cop"	"20.0"	"0.0"	"MOT"	"Rollins"	"di06"	"63"	"53"
"33002"	"be"	"cop"	"20.0"	"0.0"	"MOT"	"Rollins"	"di06"	"77"	"63"
"33003"	"be"	"cop"	"20.0"	"0.0"	"MOT"	"Rollins"	"di06"	"90"	"77"
"33004"	"be"	"cop"	"20.0"	"0.0"	"MOT"	"Rollins"	"di06"	"96"	"90"
"33005"	"be"	"cop"	"20.0"	"0.0"	"MOT"	"Rollins"	"di06"	"97"	"96"
"33006"	"be"	"cop"	"20.0"	"0.0"	"MOT"	"Rollins"	"di06"	"104"	"97"
"33007"	"be"	"cop"	"20.0"	"0.0"	"MOT"	"Rollins"	"di06"	"105"	"104"
"33008"	"be"	"cop"	"20.0"	"0.0"	"MOT"	"Rollins"	"di06"	"110"	"105"
"33009"	"be"	"cop"	"20.0"	"0.0"	"MOT"	"Rollins"	"di06"	"112"	"110"
"33010"	"be"	"cop"	"20.0"	"0.0"	"MOT"	"Rollins"	"di06"	"116"	"112"
"33011"	"be"	"cop"	"20.0"	"0.0"	"MOT"	"Rollins"	"di06"	"140"	"116"
"33012"	"be"	"cop"	"20.0"	"0.0"	"MOT"	"Rollins"	"di06"	"147"	"140"
"33013"	"be"	"cop"	"20.0"	"0.0"	"MOT"	"Rollins"	"di06"	"149"	"147"
"33014"	"be"	"cop"	"20.0"	"0.0"	"MOT"	"Rollins"	"di06"	"151"	"149"
"33015"	"be"	"cop"	"20.0"	"0.0"	"MOT"	"Rollins"	"di06"	"159"	"151"
"33016"	"be"	"cop"	"20.0"	"0.0"	"MOT"	"Rollins"	"di06"	"160"	"159"
"33017"	"be"	"cop"	"20.0"	"0.0"	"MOT"	"Rollins"	"di06"	"161"	"160"
"33018"	"be"	"cop"	"20.0"	"0.0"	"MOT"	"Rollins"	"di06"	"169"	"161"
"33019"	"be"	"cop"	"20.0"	"0.0"	"MOT"	"Rollins"	"di06"	"172"	"169"
"33020"	"be"	"cop"	"20.0"	"0.0"	"MOT"	"Rollins"	"di06"	"177"	"172"
"33021"	"be"	"cop"	"20.0"	"0.0"	"MOT"	"Rollins"	"di06"	"179"	"177"
"33022"	"be"	"cop"	"20.0"	"0.0"	"MOT"	"Rollins"	"di06"	"190"	"179"
"33023"	"be"	"cop"	"20.0"	"0.0"	"MOT"	"Rollins"	"di06"	"191"	"190"
"33024"	"be"	"cop"	"20.0"	"0.0"	"MOT"	"Rollins"	"di06"	"196"	"191"
"33025"	"be"	"cop"	"20.0"	"0.0"	"MOT"	"Rollins"	"di06"	"205"	"196"
"33026"	"be"	"cop"	"20.0"	"0.0"	"MOT"	"Rollins"	"di06"	"207"	"205"
"33027"	"be"	"cop"	"20.0"	"0.0"	"MOT"	"Rollins"	"di06"	"209"	"207"
"33028"	"be"	"cop"	"20.0"	"0.0"	"MOT"	"Rollins"	"di06"	"210"	"209"
"33029"	"be"	"cop"	"20.0"	"0.0"	"MOT"	"Rollins"	"di06"	"211"	"210"
"33030"	"be"	"cop"	"20.0"	"0.0"	"MOT"	"Rollins"	"di06"	"212"	"211"
"33031"	"be"	"cop"	"20.0"	"0.0"	"MOT"	"Rollins"	"di06"	"215"	"212"
"33032"	"be"	"cop"	"20.0"	"0.0"	"MOT"	"Rollins"	"di06"	"227"	"215"
"33033"	"be"	"cop"	"20.0"	"0.0"	"MOT"	"Rollins"	"di06"	"231"	"227"
"33034"	"be"	"cop"	"20.0"	"0.0"	"MOT"	"Rollins"	"di06"	"236"	"231"
"33035"	"be"	"cop"	"20.0"	"0.0"	"MOT"	"Rollins"	"di06"	"238"	"236"
"33036"	"be"	"cop"	"20.0"	"0.0"	"MOT"	"Rollins"	"di06"	"240"	"238"
"33037"	"be"	"cop"	"20.0"	"0.0"	"MOT"	"Rollins"	"di06"	"243"	"240"
"33038"	"be"	"cop"	"20.0"	"0.0"	"MOT"	"Rollins"	"di06"	"255"	"243"
"33039"	"be"	"cop"	"20.0"	"0.0"	"MOT"	"Rollins"	"di06"	"262"	"255"
"33040"	"be"	"cop"	"20.0"	"0.0"	"MOT"	"Rollins"	"di06"	"274"	"262"
"33041"	"be"	"cop"	"20.0"	"0.0"	"MOT"	"Rollins"	"di06"	"280"	"274"
"33042"	"be"	"cop"	"20.0"	"0.0"	"MOT"	"Rollins"	"di06"	"281"	"280"
"33043"	"be"	"cop"	"20.0"	"0.0"	"MOT"	"Rollins"	"di06"	"291"	"281"
"33044"	"be"	"cop"	"20.0"	"0.0"	"MOT"	"Rollins"	"di06"	"293"	"291"
"33045"	"be"	"cop"	"20.0"	"0.0"	"MOT"	"Rollins"	"di06"	"294"	"293"
"33046"	"be"	"cop"	"20.0"	"0.0"	"MOT"	"Rollins"	"di06"	"297"	"294"
"33047"	"be"	"cop"	"20.0"	"0.0"	"MOT"	"Rollins"	"di06"	"301"	"297"
"33048"	"be"	"cop"	"20.0"	"0.0"	"MOT"	"Rollins"	"di06"	"302"	"301"
"33049"	"be"	"cop"	"20.0"	"0.0"	"MOT"	"Rollins"	"di06"	"303"	"302"
"33050"	"bead"	"n"	"20.0"	"0.0"	"MOT"	"Rollins"	"di06"	"246"	"-1"
"33051"	"beak"	"n"	"20.0"	"0.0"	"MOT"	"Rollins"	"di06"	"209"	"-1"
"33052"	"bear"	"n"	"20.0"	"0.0"	"MOT"	"Rollins"	"di06"	"3"	"-1"
"33053"	"bear"	"n"	"20.0"	"0.0"	"MOT"	"Rollins"	"di06"	"272"	"3"
"33054"	"because"	"conj"	"20.0"	"0.0"	"MOT"	"Rollins"	"di06"	"34"	"-1"
"33055"	"because"	"conj"	"20.0"	"0.0"	"MOT"	"Rollins"	"di06"	"65"	"34"
"33056"	"because"	"conj"	"20.0"	"0.0"	"MOT"	"Rollins"	"di06"	"157"	"65"
"33057"	"belong"	"v"	"20.0"	"0.0"	"MOT"	"Rollins"	"di06"	"79"	"-1"
"33058"	"belong"	"v"	"20.0"	"0.0"	"MOT"	"Rollins"	"di06"	"81"	"79"
"33059"	"big"	"adj"	"20.0"	"0.0"	"MOT"	"Rollins"	"di06"	"27"	"-1"
"33060"	"big"	"adj"	"20.0"	"0.0"	"MOT"	"Rollins"	"di06"	"33"	"27"
"33061"	"big"	"adj"	"20.0"	"0.0"	"MOT"	"Rollins"	"di06"	"56"	"33"
"33062"	"big"	"adj"	"20.0"	"0.0"	"MOT"	"Rollins"	"di06"	"255"	"56"
"33063"	"big"	"adj"	"20.0"	"0.0"	"MOT"	"Rollins"	"di06"	"256"	"255"
"33064"	"big"	"adj"	"20.0"	"0.0"	"MOT"	"Rollins"	"di06"	"270"	"256"
"33065"	"big_bird"	"n"	"20.0"	"0.0"	"MOT"	"Rollins"	"di06"	"32"	"-1"
"33066"	"big_bird"	"n"	"20.0"	"0.0"	"MOT"	"Rollins"	"di06"	"34"	"32"
"33067"	"big_bird"	"n"	"20.0"	"0.0"	"MOT"	"Rollins"	"di06"	"35"	"34"
"33068"	"big_bird"	"n"	"20.0"	"0.0"	"MOT"	"Rollins"	"di06"	"36"	"35"
"33069"	"big_bird"	"n"	"20.0"	"0.0"	"MOT"	"Rollins"	"di06"	"38"	"36"
"33070"	"big_bird"	"n"	"20.0"	"0.0"	"MOT"	"Rollins"	"di06"	"39"	"38"
"33071"	"big_bird"	"n"	"20.0"	"0.0"	"MOT"	"Rollins"	"di06"	"50"	"39"
"33072"	"big_bird"	"n"	"20.0"	"0.0"	"MOT"	"Rollins"	"di06"	"51"	"50"
"33073"	"big_bird"	"n"	"20.0"	"0.0"	"MOT"	"Rollins"	"di06"	"52"	"51"
"33074"	"big_bird"	"n"	"20.0"	"0.0"	"MOT"	"Rollins"	"di06"	"53"	"52"
"33075"	"big_bird"	"n"	"20.0"	"0.0"	"MOT"	"Rollins"	"di06"	"57"	"53"
"33076"	"big_bird"	"n"	"20.0"	"0.0"	"MOT"	"Rollins"	"di06"	"60"	"57"
"33077"	"big_bird"	"n"	"20.0"	"0.0"	"MOT"	"Rollins"	"di06"	"61"	"60"
"33078"	"big_bird"	"n"	"20.0"	"0.0"	"MOT"	"Rollins"	"di06"	"73"	"61"
"33079"	"big_bird"	"n"	"20.0"	"0.0"	"MOT"	"Rollins"	"di06"	"201"	"73"
"33080"	"big_bird"	"n"	"20.0"	"0.0"	"MOT"	"Rollins"	"di06"	"207"	"201"
"33081"	"big_bird"	"n"	"20.0"	"0.0"	"MOT"	"Rollins"	"di06"	"208"	"207"
"33082"	"big_bird"	"n"	"20.0"	"0.0"	"MOT"	"Rollins"	"di06"	"213"	"208"
"33083"	"big_bird"	"n"	"20.0"	"0.0"	"MOT"	"Rollins"	"di06"	"220"	"213"
"33084"	"big_bird"	"n"	"20.0"	"0.0"	"MOT"	"Rollins"	"di06"	"221"	"220"
"33085"	"big_bird"	"n"	"20.0"	"0.0"	"MOT"	"Rollins"	"di06"	"226"	"221"
"33086"	"big_bird"	"n"	"20.0"	"0.0"	"MOT"	"Rollins"	"di06"	"231"	"226"
"33087"	"big_bird"	"n"	"20.0"	"0.0"	"MOT"	"Rollins"	"di06"	"232"	"231"
"33088"	"big_bird"	"n"	"20.0"	"0.0"	"MOT"	"Rollins"	"di06"	"236"	"232"
"33089"	"big_bird"	"n"	"20.0"	"0.0"	"MOT"	"Rollins"	"di06"	"237"	"236"
"33090"	"big_bird"	"n"	"20.0"	"0.0"	"MOT"	"Rollins"	"di06"	"238"	"237"
"33091"	"big_bird"	"n"	"20.0"	"0.0"	"MOT"	"Rollins"	"di06"	"240"	"238"
"33092"	"big_bird"	"n"	"20.0"	"0.0"	"MOT"	"Rollins"	"di06"	"243"	"240"
"33093"	"big_bird"	"n"	"20.0"	"0.0"	"MOT"	"Rollins"	"di06"	"249"	"243"
"33094"	"big_birds"	"n"	"20.0"	"0.0"	"MOT"	"Rollins"	"di06"	"209"	"-1"
"33095"	"big_birds"	"n"	"20.0"	"0.0"	"MOT"	"Rollins"	"di06"	"210"	"209"
"33096"	"bird"	"n"	"20.0"	"0.0"	"MOT"	"Rollins"	"di06"	"2"	"-1"
"33097"	"bird"	"n"	"20.0"	"0.0"	"MOT"	"Rollins"	"di06"	"33"	"2"
"33098"	"blue"	"n"	"20.0"	"0.0"	"MOT"	"Rollins"	"di06"	"68"	"-1"
"33099"	"book"	"n"	"20.0"	"0.0"	"MOT"	"Rollins"	"di06"	"0"	"-1"
"33100"	"book"	"n"	"20.0"	"0.0"	"MOT"	"Rollins"	"di06"	"1"	"0"
"33101"	"book"	"n"	"20.0"	"0.0"	"MOT"	"Rollins"	"di06"	"22"	"1"
"33102"	"book"	"n"	"20.0"	"0.0"	"MOT"	"Rollins"	"di06"	"156"	"22"
"33103"	"book"	"n"	"20.0"	"0.0"	"MOT"	"Rollins"	"di06"	"157"	"156"
"33104"	"book"	"n"	"20.0"	"0.0"	"MOT"	"Rollins"	"di06"	"260"	"157"
"33105"	"book"	"n"	"20.0"	"0.0"	"MOT"	"Rollins"	"di06"	"261"	"260"
"33106"	"book"	"n"	"20.0"	"0.0"	"MOT"	"Rollins"	"di06"	"262"	"261"
"33107"	"book"	"n"	"20.0"	"0.0"	"MOT"	"Rollins"	"di06"	"267"	"262"
"33108"	"book"	"n"	"20.0"	"0.0"	"MOT"	"Rollins"	"di06"	"280"	"267"
"33109"	"book"	"n"	"20.0"	"0.0"	"MOT"	"Rollins"	"di06"	"284"	"280"
"33110"	"book"	"n"	"20.0"	"0.0"	"MOT"	"Rollins"	"di06"	"285"	"284"
"33111"	"book"	"n"	"20.0"	"0.0"	"MOT"	"Rollins"	"di06"	"287"	"285"
"33112"	"book"	"n"	"20.0"	"0.0"	"MOT"	"Rollins"	"di06"	"299"	"287"
"33113"	"book"	"n"	"20.0"	"0.0"	"MOT"	"Rollins"	"di06"	"300"	"299"
"33114"	"book"	"n"	"20.0"	"0.0"	"MOT"	"Rollins"	"di06"	"301"	"300"
"33115"	"bottle"	"n"	"20.0"	"0.0"	"MOT"	"Rollins"	"di06"	"3"	"-1"
"33116"	"bottle"	"n"	"20.0"	"0.0"	"MOT"	"Rollins"	"di06"	"4"	"3"
"33117"	"bottle"	"n"	"20.0"	"0.0"	"MOT"	"Rollins"	"di06"	"272"	"4"
"33118"	"bow"	"n"	"20.0"	"0.0"	"MOT"	"Rollins"	"di06"	"120"	"-1"
"33119"	"bow"	"n"	"20.0"	"0.0"	"MOT"	"Rollins"	"di06"	"122"	"120"
"33120"	"boy"	"n"	"20.0"	"0.0"	"MOT"	"Rollins"	"di06"	"47"	"-1"
"33121"	"boy"	"n"	"20.0"	"0.0"	"MOT"	"Rollins"	"di06"	"49"	"47"
"33122"	"boy"	"n"	"20.0"	"0.0"	"MOT"	"Rollins"	"di06"	"200"	"49"
"33123"	"boy"	"n"	"20.0"	"0.0"	"MOT"	"Rollins"	"di06"	"215"	"200"
"33124"	"bubble"	"n"	"20.0"	"0.0"	"MOT"	"Rollins"	"di06"	"246"	"-1"
"33125"	"bumpba"	"on"	"20.0"	"0.0"	"MOT"	"Rollins"	"di06"	"167"	"-1"
"33126"	"bunny"	"n"	"20.0"	"0.0"	"MOT"	"Rollins"	"di06"	"9"	"-1"
"33127"	"bunny"	"n"	"20.0"	"0.0"	"MOT"	"Rollins"	"di06"	"10"	"9"
"33128"	"bunny"	"n"	"20.0"	"0.0"	"MOT"	"Rollins"	"di06"	"11"	"10"
"33129"	"bunny"	"n"	"20.0"	"0.0"	"MOT"	"Rollins"	"di06"	"12"	"11"
"33130"	"by"	"adv"	"20.0"	"0.0"	"MOT"	"Rollins"	"di06"	"149"	"-1"
"33131"	"c"	"n"	"20.0"	"0.0"	"MOT"	"Rollins"	"di06"	"41"	"-1"
"33132"	"can"	"mod"	"20.0"	"0.0"	"MOT"	"Rollins"	"di06"	"0"	"-1"
"33133"	"can"	"mod"	"20.0"	"0.0"	"MOT"	"Rollins"	"di06"	"7"	"0"
"33134"	"can"	"mod"	"20.0"	"0.0"	"MOT"	"Rollins"	"di06"	"13"	"7"
"33135"	"can"	"mod"	"20.0"	"0.0"	"MOT"	"Rollins"	"di06"	"57"	"13"
"33136"	"can"	"mod"	"20.0"	"0.0"	"MOT"	"Rollins"	"di06"	"58"	"57"
"33137"	"can"	"mod"	"20.0"	"0.0"	"MOT"	"Rollins"	"di06"	"61"	"58"
